不說話，沒人當你是啞吧	ㄅㄨˋ　ㄕㄨㄛ　ㄏㄨㄚˋ　ㄇㄟˊ　ㄖㄣˊ　ㄉㄤˋ　ㄋ｜ˇ　ㄕˋ　｜ㄚˇ　˙ㄅㄚ
二十八調	ㄦˋ　ㄕˊ　ㄅㄚ　ㄉ｜ㄠˋ
八旗都統	ㄅㄚ　ㄑ｜ˊ　ㄉㄨ　ㄊㄨㄥˇ
巴基斯坦伊斯蘭共和國	ㄅㄚ　ㄐ｜　ㄙ　ㄊㄢˇ　｜　ㄙ　ㄌㄢˊ　ㄍㄨㄥˋ　ㄏㄜˊ　ㄍㄨㄛˊ
拔縫	ㄅㄚˊ　ㄈㄥˋ
生辰八字	ㄕㄥ　ㄔㄣˊ　ㄅㄚ　ㄗˋ
雜拌兒	ㄗㄚˊ　ㄅㄢˋㄦ　(變)ㄗㄚˊ　ㄅㄚˋㄦ
輈張跋扈	ㄓㄡ　ㄓㄤ　ㄅㄚˊ　ㄏㄨˋ
拔幟易幟	ㄅㄚˊ　ㄓˋ　｜ˋ　ㄓˋ
評跋	ㄆ｜ㄥˊ　ㄅㄚˊ
爭霸	ㄓㄥ　ㄅㄚˋ
把牢	ㄅㄚˇ　ㄌㄠˊ
八色鳥	ㄅㄚ　ㄙㄜˋ　ㄋ｜ㄠˇ
下板兒	ㄒ｜ㄚˋ　ㄅㄢˇㄦ　(變)ㄒ｜ㄚˋ　ㄅㄚˇㄦ
芭蕉	ㄅㄚ　ㄐ｜ㄠ
點把	ㄉ｜ㄢˇ　ㄅㄚˇ
八面威風	ㄅㄚ　ㄇ｜ㄢˋ　ㄨㄟ　ㄈㄥ
東野巴人	ㄉㄨㄥ　｜ㄝˇ　ㄅㄚ　ㄖㄣˊ
八面圓通	ㄅㄚ　ㄇ｜ㄢˋ　ㄩㄢˊ　ㄊㄨㄥ
巴人下里	ㄅㄚ　ㄖㄣˊ　ㄒ｜ㄚˋ　ㄌ｜ˇ
八言詩	ㄅㄚ　｜ㄢˊ　ㄕ
八輩子	ㄅㄚ　ㄅㄟˋ　˙ㄗ
七橫八豎	ㄑ｜　ㄏㄥˊ　ㄅㄚ　ㄕㄨˋ
滿把	ㄇㄢˇ　ㄅㄚˇ
一把屎，一把尿	｜　ㄅㄚˇ　ㄕˇ　｜　ㄅㄚˇ　ㄋ｜ㄠˋ
頭把兒	ㄊㄡˊ　ㄅㄚˋㄦ
八識	ㄅㄚ　ㄕˋ
亞斯文高壩	｜ㄚˋ　ㄙ　ㄨㄣˊ　ㄍㄠ　ㄅㄚˋ
把門人	ㄅㄚˇ　ㄇㄣˊ　ㄖㄣˊ
矮巴溜丟	ㄞˇ　ㄅㄚ　ㄌ｜ㄡ　ㄉ｜ㄡ
八角楓科	ㄅㄚ　ㄐ｜ㄠˇ　ㄈㄥ　ㄎㄜ
八議	ㄅㄚ　｜ˋ
霸機	ㄅㄚˋ　ㄐ｜
罷	ㄅㄚˋ,˙ㄅㄚ
自拔來歸	ㄗˋ　ㄅㄚˊ　ㄌㄞˊ　ㄍㄨㄟ
捏過印把子的	ㄋ｜ㄝ　ㄍㄨㄛˋ　｜ㄣˋ　ㄅㄚˇ　˙ㄗ　˙ㄉㄜ
把勢	ㄅㄚˇ　˙ㄕ
一班兒	｜　ㄅㄢㄦ　(變)｜ˋ　ㄅㄚㄦ
拔絲	ㄅㄚˊ　ㄙ
老把式	ㄌㄠˇ　ㄅㄚˇ　˙ㄕ
把手言歡	ㄅㄚˇ　ㄕㄡˇ　｜ㄢˊ　ㄏㄨㄢ
巴貝多	ㄅㄚ　ㄅㄟˋ　ㄉㄨㄛ
巴東	ㄅㄚ　ㄉㄨㄥ
八病九痛	ㄅㄚ　ㄅ｜ㄥˋ　ㄐ｜ㄡˇ　ㄊㄨㄥˋ
痘疤	ㄉㄡˋ　ㄅㄚ
緊七慢八	ㄐ｜ㄣˇ　ㄑ｜　ㄇㄢˋ　ㄅㄚ
正經八百	ㄓㄥˋ　˙ㄐ｜ㄥ　ㄅㄚ　ㄅㄞˇ
把風	ㄅㄚˇ　ㄈㄥ
疤痕	ㄅㄚ　ㄏㄣˊ
罷官	ㄅㄚˋ　ㄍㄨㄢ
長途跋涉	ㄔㄤˊ　ㄊㄨˊ　ㄅㄚˊ　ㄕㄜˋ
忽剌巴	ㄏㄨ　ㄌㄚˋ　ㄅㄚ
拔得頭籌	ㄅㄚˊ　ㄉㄜˊ　ㄊㄡˊ　ㄔㄡˊ
把兒	ㄅㄚˇㄦ
八裔	ㄅㄚ　｜ˋ
八國聯軍	ㄅㄚ　ㄍㄨㄛˊ　ㄌ｜ㄢˊ　ㄐㄩㄣ
八愷	ㄅㄚ　ㄎㄞˇ
巴人	ㄅㄚ　ㄖㄣˊ
救拔	ㄐ｜ㄡˋ　ㄅㄚˊ
八字打開	ㄅㄚ　ㄗˋ　ㄉㄚˇ　ㄎㄞ
巴金森氏症	ㄅㄚ　ㄐ｜ㄣ　ㄙㄣ　ㄕˋ　ㄓㄥˋ
甜八寶	ㄊ｜ㄢˊ　ㄅㄚ　ㄅㄠˇ
八般大禮	ㄅㄚ　ㄅㄢ　ㄉㄚˋ　ㄌ｜ˇ
腌裡巴臢	ㄤ　˙ㄌ｜　ㄅㄚ　ㄗㄤ
二二八紀念碑	ㄦˋ　ㄦˋ　ㄅㄚ　ㄐ｜ˋ　ㄋ｜ㄢˋ　ㄅㄟ
八兩配半斤	ㄅㄚ　ㄌ｜ㄤˇ　ㄆㄟˋ　ㄅㄢˋ　ㄐ｜ㄣ
五花八門	ㄨˇ　ㄏㄨㄚ　ㄅㄚ　ㄇㄣˊ
吧	ㄅㄚ,˙ㄅㄚ
巴枯寧主義	ㄅㄚ　ㄎㄨ　ㄋ｜ㄥˊ　ㄓㄨˇ　｜ˋ
拔頭籌	ㄅㄚˊ　ㄊㄡˊ　ㄔㄡˊ
迥拔	ㄐㄩㄥˇ　ㄅㄚˊ
巴爾定	ㄅㄚ　ㄦˇ　ㄉ｜ㄥˋ
巴丘	ㄅㄚ　ㄑ｜ㄡ
霸業	ㄅㄚˋ　｜ㄝˋ
巴拿馬市	ㄅㄚ　ㄋㄚˊ　ㄇㄚˇ　ㄕˋ
鐵將軍把門	ㄊ｜ㄝˇ　ㄐ｜ㄤ　ㄐㄩㄣ　ㄅㄚˇ　ㄇㄣˊ
八行	ㄅㄚ　ㄏㄤˊ
勁拔	ㄐ｜ㄥˋ　ㄅㄚˊ
瞎說八道	ㄒ｜ㄚ　ㄕㄨㄛ　ㄅㄚ　ㄉㄠˋ
滿有把握	ㄇㄢˇ　｜ㄡˇ　ㄅㄚˇ　ㄨㄛˋ
八風吹不倒	ㄅㄚ　ㄈㄥ　ㄔㄨㄟ　ㄅㄨˋ　ㄉㄠˇ
毫巴	ㄏㄠˊ　ㄅㄚ
獨霸	ㄉㄨˊ　ㄅㄚˋ
葛天八闋	ㄍㄜˇ　ㄊ｜ㄢ　ㄅㄚ　ㄑㄩㄝˋ
四平八穩	ㄙˋ　ㄆ｜ㄥˊ　ㄅㄚ　ㄨㄣˇ
沒把鼻	ㄇㄟˊ　ㄅㄚˇ　ㄅ｜ˊ
八二三炮戰	ㄅㄚ　ㄦˋ　ㄙㄢ　ㄆㄠˋ　ㄓㄢˋ
十萬八千里	ㄕˊ　ㄨㄢˋ　ㄅㄚ　ㄑ｜ㄢ　ㄌ｜ˇ
拔本塞源	ㄅㄚˊ　ㄅㄣˇ　ㄙㄜˋ　ㄩㄢˊ
巴安縣	ㄅㄚ　ㄢ　ㄒ｜ㄢˋ
八思巴	ㄅㄚ　ㄙ　ㄅㄚ
瓢把子	ㄆ｜ㄠˊ　ㄅㄚˇ　˙ㄗ
巴頭探腦	ㄅㄚ　ㄊㄡˊ　ㄊㄢˋ　ㄋㄠˇ
四雙八輩	ㄙˋ　ㄕㄨㄤ　ㄅㄚ　ㄅㄟˋ
倫巴	ㄌㄨㄣˊ　ㄅㄚ
把做	ㄅㄚˇ　ㄗㄨㄛˋ
一九九五閏八月	｜　ㄐ｜ㄡˇ　ㄐ｜ㄡˇ　ㄨˇ　ㄖㄨㄣˋ　ㄅㄚ　ㄩㄝˋ
嘎巴流星	ㄍㄚ　˙ㄅㄚ　ㄌ｜ㄡˊ　ㄒ｜ㄥ
仰八腳兒	｜ㄤˇ　˙ㄅㄚ　ㄐ｜ㄠˇㄦ
八角	ㄅㄚ　ㄐ｜ㄠˇ
一巴掌	｜　ㄅㄚ　ㄓㄤˇ
巴子拳	ㄅㄚ　ㄗˇ　ㄑㄩㄢˊ
古巴	ㄍㄨˇ　ㄅㄚ
八家將	ㄅㄚ　ㄐ｜ㄚ　ㄐ｜ㄤˋ
拔尖	ㄅㄚˊ　ㄐ｜ㄢ
唐宋古文八大家	ㄊㄤˊ　ㄙㄨㄥˋ　ㄍㄨˇ　ㄨㄣˊ　ㄅㄚ　ㄉㄚˋ　ㄐ｜ㄚ
一把罩	｜　ㄅㄚˇ　ㄓㄠˋ
巴黎畫派	ㄅㄚ　ㄌ｜ˊ　ㄏㄨㄚˋ　ㄆㄞˋ
赤巴巴	ㄔˋ　ㄅㄚ　˙ㄅㄚ
灞陵尉	ㄅㄚˋ　ㄌ｜ㄥˊ　ㄨㄟˋ
拖把	ㄊㄨㄛ　ㄅㄚˇ
氧吧	｜ㄤˇ　ㄅㄚ
八門五花	ㄅㄚ　ㄇㄣˊ　ㄨˇ　ㄏㄨㄚ
伯業	ㄅㄚˋ　｜ㄝˋ
八字都沒一撇	ㄅㄚ　ㄗˋ　ㄉㄡ　ㄇㄟˊ　｜　ㄆ｜ㄝˇ
三八	ㄙㄢ　ㄅㄚ
八段錦	ㄅㄚ　ㄉㄨㄢˋ　ㄐ｜ㄣˇ
專橫跋扈	ㄓㄨㄢ　ㄏㄥˋ　ㄅㄚˊ　ㄏㄨˋ
風流話靶	ㄈㄥ　ㄌ｜ㄡˊ　ㄏㄨㄚˋ　ㄅㄚˇ
拔山舉鼎	ㄅㄚˊ　ㄕㄢ　ㄐㄩˇ　ㄉ｜ㄥˇ
八大家	ㄅㄚ　ㄉㄚˋ　ㄐ｜ㄚ
七言八語	ㄑ｜　｜ㄢˊ　ㄅㄚ　ㄩˇ
臘八粥	ㄌㄚˋ　ㄅㄚ　ㄓㄡ
醜八怪	ㄔㄡˇ　ㄅㄚ　ㄍㄨㄞˋ
阿米巴	ㄚ　ㄇ｜ˇ　ㄅㄚ
做尾巴	ㄗㄨㄛˋ　ㄨㄟˇ　˙ㄅㄚ
拉巴	ㄌㄚ　˙ㄅㄚ
八極	ㄅㄚ　ㄐ｜ˊ
霸術	ㄅㄚˋ　ㄕㄨˋ
巴漢	ㄅㄚ　ㄏㄢˋ
罷斥	ㄅㄚˋ　ㄔˋ
淋巴	ㄌ｜ㄣˊ　ㄅㄚ
巴烏	ㄅㄚ　ㄨ
把似	ㄅㄚˇ　ㄙˋ
巴茲卡	ㄅㄚ　ㄗ　ㄎㄚˇ
巴圖魯坎肩	ㄅㄚ　ㄊㄨˊ　ㄌㄨˇ　ㄎㄢˇ　ㄐ｜ㄢ
把不住	ㄅㄚˇ　ㄅㄨˋ　ㄓㄨˋ
把作	ㄅㄚˇ　ㄗㄨㄛˋ
鬼打鈸	ㄍㄨㄟˇ　ㄉㄚˇ　ㄅㄚˊ
把位	ㄅㄚˇ　ㄨㄟˋ
把住	ㄅㄚˇ　ㄓㄨˋ
老鼠尾巴生瘡兒	ㄌㄠˇ　ㄕㄨˇ　ㄨㄟˇ　˙ㄅㄚ　ㄕㄥ　ㄔㄨㄤㄦ
八水三川	ㄅㄚ　ㄕㄨㄟˇ　ㄙㄢ　ㄔㄨㄢ
八難	ㄅㄚ　ㄋㄢˊ
巴比倫空中花園	ㄅㄚ　ㄅ｜ˇ　ㄌㄨㄣˊ　ㄎㄨㄥ　ㄓㄨㄥ　ㄏㄨㄚ　ㄩㄢˊ
洛巴	ㄌㄨㄛˋ　ㄅㄚ
嘴巴子	ㄗㄨㄟˇ　˙ㄅㄚ　˙ㄗ
叭	ㄅㄚ
鎗靶	ㄑ｜ㄤ　ㄅㄚˇ
八大山人	ㄅㄚ　ㄉㄚˋ　ㄕㄢ　ㄖㄣˊ
八王日	ㄅㄚ　ㄨㄤˊ　ㄖˋ
八相	ㄅㄚ　ㄒ｜ㄤˋ
標靶	ㄅ｜ㄠ　ㄅㄚˇ
扒頭兒	ㄅㄚ　˙ㄊㄡㄦ
王八	ㄨㄤˊ　˙ㄅㄚ
罷收	ㄅㄚˋ　ㄕㄡ
持齋把素	ㄔˊ　ㄓㄞ　ㄅㄚˇ　ㄙㄨˋ
巴哈馬	ㄅㄚ　ㄏㄚ　ㄇㄚˇ
批八字	ㄆ｜　ㄅㄚ　ㄗˋ
巴夫洛夫	ㄅㄚ　ㄈㄨ　ㄌㄨㄛˋ　ㄈㄨ
八面玲瓏	ㄅㄚ　ㄇ｜ㄢˋ　ㄌ｜ㄥˊ　ㄌㄨㄥˊ
七老八十	ㄑ｜　ㄌㄠˇ　ㄅㄚ　ㄕˊ
出把戲	ㄔㄨ　ㄅㄚˇ　ㄒ｜ˋ
振拔	ㄓㄣˋ　ㄅㄚˊ
堅忍不拔	ㄐ｜ㄢ　ㄖㄣˇ　ㄅㄨˋ　ㄅㄚˊ
愣眼巴睜	ㄌㄥˋ　｜ㄢˇ　ㄅㄚ　ㄓㄥ
霸圖	ㄅㄚˋ　ㄊㄨˊ
八寶	ㄅㄚ　ㄅㄠˇ
巴爾幹半島	ㄅㄚ　ㄦˇ　ㄍㄢˋ　ㄅㄢˋ　ㄉㄠˇ
拉拔	ㄌㄚ　˙ㄅㄚ
盈把	｜ㄥˊ　ㄅㄚˇ
八仙桌上擺夜壺	ㄅㄚ　ㄒ｜ㄢ　ㄓㄨㄛ　ㄕㄤˋ　ㄅㄞˇ　｜ㄝˋ　ㄏㄨˊ
畢罷	ㄅ｜ˋ　ㄅㄚˋ
馬林巴琴	ㄇㄚˇ　ㄌ｜ㄣˊ　ㄅㄚ　ㄑ｜ㄣˊ
巴陵郡	ㄅㄚ　ㄌ｜ㄥˊ　ㄐㄩㄣˋ
八陣	ㄅㄚ　ㄓㄣˋ
八拜交	ㄅㄚ　ㄅㄞˋ　ㄐ｜ㄠ
巴塔哥尼亞高原	ㄅㄚ　ㄊㄚˇ　ㄍㄜ　ㄋ｜ˊ　｜ㄚˋ　ㄍㄠ　ㄩㄢˊ
罷教	ㄅㄚˋ　ㄐ｜ㄠ
拔刀相助	ㄅㄚˊ　ㄉㄠ　ㄒ｜ㄤ　ㄓㄨˋ
巴金	ㄅㄚ　ㄐ｜ㄣ
八垓	ㄅㄚ　ㄍㄞ
出家人吃八方	ㄔㄨ　ㄐ｜ㄚ　ㄖㄣˊ　ㄔ　ㄅㄚ　ㄈㄤ
把下	ㄅㄚˇ　ㄒ｜ㄚˋ
八垠	ㄅㄚ　｜ㄣˊ
葛巴丁	ㄍㄜˊ　ㄅㄚ　ㄉ｜ㄥ
巴拿馬共和國	ㄅㄚ　ㄋㄚˊ　ㄇㄚˇ　ㄍㄨㄥˋ　ㄏㄜˊ　ㄍㄨㄛˊ
巴士	ㄅㄚ　ㄕˋ
把	ㄅㄚˇ,ㄅㄚˋ
小把戲	ㄒ｜ㄠˇ　ㄅㄚˇ　ㄒ｜ˋ
八怪七喇	ㄅㄚ　ㄍㄨㄞˋ　ㄑ｜　ㄌㄚˇ
黜罷	ㄔㄨˋ　ㄅㄚˋ
捌格	ㄅㄚ　ㄍㄜˊ
八埏	ㄅㄚ　｜ㄢˊ
捌	ㄅㄚ
豬八戒戴花	ㄓㄨ　ㄅㄚ　ㄐ｜ㄝˋ　ㄉㄞˋ　ㄏㄨㄚ
峭拔	ㄑ｜ㄠˋ　ㄅㄚˊ
稱王稱霸	ㄔㄥ　ㄨㄤˊ　ㄔㄥ　ㄅㄚˋ
眉分八彩	ㄇㄟˊ　ㄈㄣ　ㄅㄚ　ㄘㄞˇ
歐巴桑	ㄡ　˙ㄅㄚ　ㄙㄤ
內八字腳	ㄋㄟˋ　ㄅㄚ　ㄗˋ　ㄐ｜ㄠˇ
曹霸	ㄘㄠˊ　ㄅㄚˋ
巴雷利	ㄅㄚ　ㄌㄟˊ　ㄌ｜ˋ
八石	ㄅㄚ　ㄕˊ
豬八戒	ㄓㄨ　ㄅㄚ　ㄐ｜ㄝˋ
五伯	ㄨˇ　ㄅㄚˋ
巴夏禮	ㄅㄚ　ㄒ｜ㄚˋ　ㄌ｜ˇ
巴先	ㄅㄚ　ㄒ｜ㄢ
帶把子	ㄉㄞˋ　ㄅㄚˇ　˙ㄗ
哈巴	ㄏㄚˇ　˙ㄅㄚ
拿把	ㄋㄚˊ　ㄅㄚˇ
小霸王	ㄒ｜ㄠˇ　ㄅㄚˋ　ㄨㄤˊ
巴勒摩	ㄅㄚ　ㄌㄜˋ　ㄇㄛˊ
巴斯克人	ㄅㄚ　ㄙ　ㄎㄜˋ　ㄖㄣˊ
濟貧拔苦	ㄐ｜ˋ　ㄆ｜ㄣˊ　ㄅㄚˊ　ㄎㄨˇ
把滑	ㄅㄚˇ　ㄏㄨㄚˊ
嘴把式	ㄗㄨㄟˇ　ㄅㄚˇ　˙ㄕ
拔宅飛昇	ㄅㄚˊ　ㄓㄞˊ　ㄈㄟ　ㄕㄥ
伯圖	ㄅㄚˋ　ㄊㄨˊ
八	ㄅㄚ
豬八戒坐飛機	ㄓㄨ　ㄅㄚ　ㄐ｜ㄝˋ　ㄗㄨㄛˋ　ㄈㄟ　ㄐ｜
阿爾巴尼亞	ㄚ　ㄦˇ　ㄅㄚ　ㄋ｜ˊ　｜ㄚˋ
簡拔	ㄐ｜ㄢˇ　ㄅㄚˊ
芭蕉科	ㄅㄚ　ㄐ｜ㄠ　ㄎㄜ
鈀	ㄅㄚ,ㄅㄚˇ
巴拉松	ㄅㄚ　ㄌㄚ　ㄙㄨㄥ
笆	ㄅㄚ
八字宮眉	ㄅㄚ　ㄗˋ　ㄍㄨㄥ　ㄇㄟˊ
把臂而談	ㄅㄚˇ　ㄅ｜ˋ　ㄦˊ　ㄊㄢˊ
灞陵縣	ㄅㄚˋ　ㄌ｜ㄥˊ　ㄒ｜ㄢˋ
拔本塞原	ㄅㄚˊ　ㄅㄣˇ　ㄙㄜˋ　ㄩㄢˊ
巴鏝	ㄅㄚ　ㄇㄢˋ
巴士底監獄	ㄅㄚ　ㄕˋ　ㄉ｜ˇ　ㄐ｜ㄢ　ㄩˋ
第一把交椅	ㄉ｜ˋ　｜　ㄅㄚˇ　ㄐ｜ㄠ　｜ˇ
二八佳人	ㄦˋ　ㄅㄚ　ㄐ｜ㄚ　ㄖㄣˊ
攔洪壩	ㄌㄢˊ　ㄏㄨㄥˊ　ㄅㄚˋ
楚霸王	ㄔㄨˇ　ㄅㄚˋ　ㄨㄤˊ
拔樹尋根	ㄅㄚˊ　ㄕㄨˋ　ㄒㄩㄣˊ　ㄍㄣ
八人轎	ㄅㄚ　ㄖㄣˊ　ㄐ｜ㄠˋ
巴赫	ㄅㄚ　ㄏㄜˋ
巴力	ㄅㄚ　ㄌ｜ˋ
王八辮兒	ㄨㄤˊ　˙ㄅㄚ　ㄅ｜ㄢˋㄦ　(變)ㄨㄤˊ　˙ㄅㄚ　ㄅ｜ㄚˋㄦ
不如意事，十常八九	ㄅㄨˋ　ㄖㄨˊ　｜ˋ　ㄕˋ　ㄕˊ　ㄔㄤˊ　ㄅㄚ　ㄐ｜ㄡˇ
一把手	｜　ㄅㄚˇ　ㄕㄡˇ
欺行霸市	ㄑ｜　ㄏㄤˊ　ㄅㄚˋ　ㄕˋ
八哥	ㄅㄚ　ㄍㄜ
巴顏喀喇山	ㄅㄚ　｜ㄢˊ　ㄎㄚˋ　ㄌㄚˇ　ㄕㄢ
巴劫	ㄅㄚ　˙ㄐ｜ㄝ
花把戲	ㄏㄨㄚ　ㄅㄚˇ　ㄒ｜ˋ
威震八方	ㄨㄟ　ㄓㄣˋ　ㄅㄚ　ㄈㄤ
一把抓	｜　ㄅㄚˇ　ㄓㄨㄚ
巴剎	ㄅㄚ　ㄔㄚˋ
空中芭蕾	ㄎㄨㄥ　ㄓㄨㄥ　ㄅㄚ　ㄌㄟˇ
喇叭褲	ㄌㄚˇ　˙ㄅㄚ　ㄎㄨˋ
巴里斯	ㄅㄚ　ㄌ｜ˇ　ㄙ
雜霸	ㄗㄚˊ　ㄅㄚˋ
黃霸	ㄏㄨㄤˊ　ㄅㄚˋ
脫靶	ㄊㄨㄛ　ㄅㄚˇ
兩把刷子	ㄌ｜ㄤˇ　ㄅㄚˇ　ㄕㄨㄚ　˙ㄗ
門鈸	ㄇㄣˊ　ㄅㄚˊ
稀巴爛	ㄒ｜　ㄅㄚ　ㄌㄢˋ
瀟湘八景	ㄒ｜ㄠ　ㄒ｜ㄤ　ㄅㄚ　ㄐ｜ㄥˇ
尾巴	ㄨㄟˇ　˙ㄅㄚ
霸略	ㄅㄚˋ　ㄌㄩㄝˋ
巴菽	ㄅㄚ　ㄕㄨˊ
巴爾	ㄅㄚ　ㄦˇ
劍拔弩張	ㄐ｜ㄢˋ　ㄅㄚˊ　ㄋㄨˇ　ㄓㄤ
巴到	ㄅㄚ　ㄉㄠˋ
巴利	ㄅㄚ　ㄌ｜ˋ
巴爾貝里尼宮殿	ㄅㄚ　ㄦˇ　ㄅㄟˋ　ㄌ｜ˇ　ㄋ｜ˊ　ㄍㄨㄥ　ㄉ｜ㄢˋ
灞陵醉尉	ㄅㄚˋ　ㄌ｜ㄥˊ　ㄗㄨㄟˋ　ㄨㄟˋ
八門	ㄅㄚ　ㄇㄣˊ
七損八傷	ㄑ｜　ㄙㄨㄣˇ　ㄅㄚ　ㄕㄤ
巴爾的摩	ㄅㄚ　ㄦˇ　ㄉ｜ˋ　ㄇㄛˊ
盲人把燭	ㄇㄤˊ　ㄖㄣˊ　ㄅㄚˇ　ㄓㄨˊ
巨無霸	ㄐㄩˋ　ㄨˊ　ㄅㄚˋ
老把戲	ㄌㄠˇ　ㄅㄚˇ　ㄒ｜ˋ
才儲八斗	ㄘㄞˊ　ㄔㄨˊ　ㄅㄚ　ㄉㄡˇ
八病	ㄅㄚ　ㄅ｜ㄥˋ
八位元個人電腦	ㄅㄚ　ㄨㄟˋ　ㄩㄢˊ　ㄍㄜˋ　ㄖㄣˊ　ㄉ｜ㄢˋ　ㄋㄠˇ
士巴拿	ㄕˋ　ㄅㄚ　ㄋㄚˊ
金陵八家	ㄐ｜ㄣ　ㄌ｜ㄥˊ　ㄅㄚ　ㄐ｜ㄚ
秦書八體	ㄑ｜ㄣˊ　ㄕㄨ　ㄅㄚ　ㄊ｜ˇ
七除八扣	ㄑ｜　ㄔㄨˊ　ㄅㄚ　ㄎㄡˋ
八會穴	ㄅㄚ　ㄏㄨㄟˋ　ㄒㄩㄝˋ
四通八達	ㄙˋ　ㄊㄨㄥ　ㄅㄚ　ㄉㄚˊ
白花八角	ㄅㄞˊ　ㄏㄨㄚ　ㄅㄚ　ㄐ｜ㄠˇ
八斗之才	ㄅㄚ　ㄉㄡˇ　ㄓ　ㄘㄞˊ
四仰八叉	ㄙˋ　｜ㄤˇ　ㄅㄚ　ㄔㄚ
天下不如意事，十常八九	ㄊ｜ㄢ　ㄒ｜ㄚˋ　ㄅㄨˋ　ㄖㄨˊ　｜ˋ　ㄕˋ　ㄕˊ　ㄔㄤˊ　ㄅㄚ　ㄐ｜ㄡˇ
拉一把	ㄌㄚ　｜　ㄅㄚˇ
巴朗孜闊木	ㄅㄚ　ㄌㄤˇ　ㄗ　ㄎㄨㄛˋ　ㄇㄨˋ
歪七扭八	ㄨㄞ　ㄑ｜　ㄋ｜ㄡˇ　ㄅㄚ
抓一把	ㄓㄨㄚ　｜　ㄅㄚˇ
小打扮兒	ㄒ｜ㄠˇ　ㄉㄚˇ　ㄅㄢˋㄦ　(變)ㄒ｜ㄠˇ　ㄉㄚˇ　ㄅㄚˋㄦ
八字全帖	ㄅㄚ　ㄗˋ　ㄑㄩㄢˊ　ㄊ｜ㄝˇ
攢拌兒	ㄘㄨㄢˊ　ㄅㄢˋㄦ　(變)ㄘㄨㄢˊ　ㄅㄚˋㄦ
中巴	ㄓㄨㄥ　ㄅㄚ
掤扒	ㄅ｜ㄥ　ㄅㄚ
趿拉板兒	ㄊㄚ　˙ㄌㄚ　ㄅㄢˇㄦ　(變)ㄊㄚ　˙ㄌㄚ　ㄅㄚˇㄦ
巴拉圭河	ㄅㄚ　ㄌㄚ　ㄍㄨㄟ　ㄏㄜˊ
攔沙壩	ㄌㄢˊ　ㄕㄚ　ㄅㄚˋ
連根拔掉	ㄌ｜ㄢˊ　ㄍㄣ　ㄅㄚˊ　ㄉ｜ㄠˋ
八瓣兒五	ㄅㄚ　ㄅㄢˋㄦ　ㄨˇ　(變)ㄅㄚˊ　ㄅㄚˋㄦ　ㄨˇ
威風八面	ㄨㄟ　ㄈㄥ　ㄅㄚ　ㄇ｜ㄢˋ
下巴頦	ㄒ｜ㄚˋ　˙ㄅㄚ　ㄎㄜ
行家莫說力把話	ㄏㄤˊ　˙ㄐ｜ㄚ　ㄇㄛˋ　ㄕㄨㄛ　ㄌ｜ˋ　˙ㄅㄚ　ㄏㄨㄚˋ
十八九	ㄕˊ　ㄅㄚ　ㄐ｜ㄡˇ
巴拉馬利波市	ㄅㄚ　ㄌㄚ　ㄇㄚˇ　ㄌ｜ˋ　ㄅㄛ　ㄕˋ
巴	ㄅㄚ
沒巴鼻	ㄇㄟˊ　ㄅㄚ　ㄅ｜ˊ
把賣	ㄅㄚˇ　ㄇㄞˋ
翹尾巴	ㄑ｜ㄠˋ　｜ˇ　ㄅㄚ
八小時制	ㄅㄚ　ㄒ｜ㄠˇ　ㄕˊ　ㄓˋ
把權	ㄅㄚˇ　ㄑㄩㄢˊ
印板兒	｜ㄣˋ　ㄅㄢˇㄦ　(變)｜ㄣˋ　ㄅㄚˇㄦ
八關齋	ㄅㄚ　ㄍㄨㄢ　ㄓㄞ
霸王	ㄅㄚˋ　ㄨㄤˊ
半斤八兩	ㄅㄢˋ　ㄐ｜ㄣ　ㄅㄚ　ㄌ｜ㄤˇ
序跋	ㄒㄩˋ　ㄅㄚˊ
八達嶺	ㄅㄚ　ㄉㄚˊ　ㄌ｜ㄥˇ
自打嘴巴	ㄗˋ　ㄉㄚˇ　ㄗㄨㄟˇ　˙ㄅㄚ
四面八方	ㄙˋ　ㄇ｜ㄢˋ　ㄅㄚ　ㄈㄤ
巴楚縣	ㄅㄚ　ㄔㄨˇ　ㄒ｜ㄢˋ
愛八哥兒	ㄞˋ　ㄅㄚ　˙ㄍㄜㄦ
八點檔	ㄅㄚ　ㄉ｜ㄢˇ　ㄉㄤˇ
超世拔俗	ㄔㄠ　ㄕˋ　ㄅㄚˊ　ㄙㄨˊ
八十歲學吹鼓手	ㄅㄚ　ㄕˊ　ㄙㄨㄟˋ　ㄒㄩㄝˊ　ㄔㄨㄟ　ㄍㄨˇ　ㄕㄡˇ
七扭八歪	ㄑ｜　ㄋ｜ㄡˇ　ㄅㄚ　ㄨㄞ
好把式	ㄏㄠˇ　ㄅㄚˇ　ㄕˋ
八千里路雲和月	ㄅㄚ　ㄑ｜ㄢ　ㄌ｜ˇ　ㄌㄨˋ　ㄩㄣˊ　ㄏㄜˊ　ㄩㄝˋ
八刀	ㄅㄚ　ㄉㄠ
八分	ㄅㄚ　ㄈㄣ
巴塞隆納	ㄅㄚ　ㄙㄞˋ　ㄌㄨㄥˊ　ㄋㄚˋ
旱魃為虐	ㄏㄢˋ　ㄅㄚˊ　ㄨㄟˊ　ㄋㄩㄝˋ
八刑	ㄅㄚ　ㄒ｜ㄥˊ
