八棒十三的罪過	ㄅㄚ　ㄅㄤˋ　ㄕˊ　ㄙㄢ　˙ㄉㄜ　ㄗㄨㄟˋ　ㄍㄨㄛˋ
沒臉的忘八蛋	ㄇㄟˊ　ㄌ｜ㄢˇ　˙ㄉㄜ　ㄨㄤˋ　ㄅㄚ　ㄉㄢˋ
臘八	ㄌㄚˋ　ㄅㄚ
客家八音	ㄎㄜˋ　ㄐ｜ㄚ　ㄅㄚ　｜ㄣ
七爺八爺	ㄑ｜　｜ㄝˊ　ㄅㄚ　｜ㄝˊ
蔥白兒	ㄘㄨㄥ　ㄅㄞˊㄦ　(變)ㄘㄨㄥ　ㄅㄚˊㄦ
擢拔	ㄓㄨㄛˊ　ㄅㄚˊ
眼觀六路，耳聽八方	｜ㄢˇ　ㄍㄨㄢ　ㄌ｜ㄡˋ　ㄌㄨˋ　ㄦˇ　ㄊ｜ㄥ　ㄅㄚ　ㄈㄤ
吊拷繃扒	ㄉ｜ㄠˋ　ㄎㄠˇ　ㄅㄥ　ㄅㄚ
巴爾幹山脈	ㄅㄚ　ㄦˇ　ㄍㄢˋ　ㄕㄢ　ㄇㄞˋ
跋涉山川	ㄅㄚˊ　ㄕㄜˋ　ㄕㄢ　ㄔㄨㄢ
打牆板兒翻上下	ㄉㄚˇ　ㄑ｜ㄤˊ　ㄅㄢˇㄦ　ㄈㄢ　ㄕㄤˋ　ㄒ｜ㄚˋ　(變)ㄉㄚˇ　ㄑ｜ㄤˊ　ㄅㄚˇㄦ　ㄈㄢ　ㄕㄤˋ　ㄒ｜ㄚˋ
巴柄	ㄅㄚ　ㄅ｜ㄥˇ
喊七叫八	ㄏㄢˇ　ㄑ｜　ㄐ｜ㄠˋ　ㄅㄚ
王八看綠豆	ㄨㄤˊ　˙ㄅㄚ　ㄎㄢˋ　ㄌㄩˋ　ㄉㄡˋ
巨毋霸	ㄐㄩˋ　ㄨˊ　ㄅㄚˋ
把場	ㄅㄚˇ　ㄔㄤˊ
壩子	ㄅㄚˋ　˙ㄗ
把頭	ㄅㄚˇ　ㄊㄡˊ
蒜瓣兒	ㄙㄨㄢˋ　ㄅㄢˋㄦ　(變)ㄙㄨㄢˋ　ㄅㄚˋㄦ
把素持齋	ㄅㄚˇ　ㄙㄨˋ　ㄔˊ　ㄓㄞ
拖尾巴	ㄊㄨㄛ　ㄨㄟˇ　˙ㄅㄚ
巴拉圭共和國	ㄅㄚ　ㄌㄚ　ㄍㄨㄟ　ㄍㄨㄥˋ　ㄏㄜˊ　ㄍㄨㄛˊ
巴林	ㄅㄚ　ㄌ｜ㄣˊ
急急巴巴	ㄐ｜ˊ　˙ㄐ｜　ㄅㄚ　ㄅㄚ
八卦丹	ㄅㄚ　ㄍㄨㄚˋ　ㄉㄢ
阿米巴痢疾	ㄚ　ㄇ｜ˇ　ㄅㄚ　ㄌ｜ˋ　ㄐ｜ˊ
空中霸王	ㄎㄨㄥ　ㄓㄨㄥ　ㄅㄚˋ　ㄨㄤˊ
八大錘	ㄅㄚ　ㄉㄚˋ　ㄔㄨㄟˊ
八面見光	ㄅㄚ　ㄇ｜ㄢˋ　ㄐ｜ㄢˋ　ㄍㄨㄤ
光巴	ㄍㄨㄤ　˙ㄅㄚ
眼觀四處，耳聽八方	｜ㄢˇ　ㄍㄨㄢ　ㄙˋ　ㄔㄨˋ　ㄦˇ　ㄊ｜ㄥ　ㄅㄚ　ㄈㄤ
十郎八當	ㄕˊ　ㄌㄤˊ　ㄅㄚ　ㄉㄤ
堅韌不拔	ㄐ｜ㄢ　ㄖㄣˋ　ㄅㄨˋ　ㄅㄚˊ
吉里巴斯共和國	ㄐ｜ˊ　ㄌ｜ˇ　ㄅㄚ　ㄙ　ㄍㄨㄥˋ　ㄏㄜˊ　ㄍㄨㄛˊ
二八年華	ㄦˋ　ㄅㄚ　ㄋ｜ㄢˊ　ㄏㄨㄚˊ
巴郎鼓	ㄅㄚ　ㄌㄤˊ　ㄍㄨˇ
拔了一個尖兒	ㄅㄚˊ　˙ㄌㄜ　｜　˙ㄍㄜ　ㄐ｜ㄢㄦ　(變)ㄅㄚˊ　˙ㄌㄜ　｜ˊ　˙ㄍㄜ　ㄐ｜ㄚㄦ
灞水	ㄅㄚˋ　ㄕㄨㄟˇ
霸者	ㄅㄚˋ　ㄓㄜˇ
靶子	ㄅㄚˇ　˙ㄗ
官板兒	ㄍㄨㄢ　ㄅㄢˇㄦ　(變)ㄍㄨㄢ　ㄅㄚˇㄦ
疤瘌眼	ㄅㄚ　˙ㄌㄚ　｜ㄢˇ
和尚吃八方	ㄏㄜˊ　ㄕㄤˋ　ㄔ　ㄅㄚ　ㄈㄤ
明忘八	ㄇ｜ㄥˊ　ㄨㄤˊ　ㄅㄚ
巴望	ㄅㄚ　ㄨㄤˋ
七個八個	ㄑ｜　˙ㄍㄜ　ㄅㄚ　˙ㄍㄜ
八面受敵	ㄅㄚ　ㄇ｜ㄢˋ　ㄕㄡˋ　ㄉ｜ˊ
把突兒	ㄅㄚˇ　ㄊㄨˊㄦ
巴勒特	ㄅㄚ　ㄌㄜˋ　ㄊㄜˋ
隔著窗戶吹喇叭	ㄍㄜˊ　˙ㄓㄜ　ㄔㄨㄤ　˙ㄏㄨ　ㄔㄨㄟ　ㄌㄚˇ　˙ㄅㄚ
四停八當	ㄙˋ　ㄊ｜ㄥˊ　ㄅㄚ　ㄉㄤˋ
札板兒	ㄓㄚˊ　ㄅㄢˇㄦ　(變)ㄓㄚˊ　ㄅㄚˇㄦ
牢不可拔	ㄌㄠˊ　ㄅㄨˋ　ㄎㄜˇ　ㄅㄚˊ
豝	ㄅㄚ
第一把手	ㄉ｜ˋ　｜　ㄅㄚˇ　ㄕㄡˇ
巴蜀	ㄅㄚ　ㄕㄨˇ
歐羅巴州	ㄡ　ㄌㄨㄛˊ　ㄅㄚ　ㄓㄡ
車把式	ㄔㄜ　ㄅㄚˇ　˙ㄕ
八音匣	ㄅㄚ　｜ㄣ　ㄒ｜ㄚˊ
五行八作	ㄨˇ　ㄏㄤˊ　ㄅㄚ　ㄗㄨㄛ
八寶菜	ㄅㄚ　ㄅㄠˇ　ㄘㄞˋ
拔新領異	ㄅㄚˊ　ㄒ｜ㄣ　ㄌ｜ㄥˇ　｜ˋ
巴勒維	ㄅㄚ　ㄌㄜˋ　ㄨㄟˊ
乾巴	ㄍㄢ　˙ㄅㄚ
巴棍	ㄅㄚ　ㄍㄨㄣˋ
八聖道	ㄅㄚ　ㄕㄥˋ　ㄉㄠˋ
密勒日巴	ㄇ｜ˋ　ㄌㄜˋ　ㄖˋ　ㄅㄚ
二二八事件	ㄦˋ　ㄦˋ　ㄅㄚ　ㄕˋ　ㄐ｜ㄢˋ
丁壩	ㄉ｜ㄥ　ㄅㄚˋ
七青八黃	ㄑ｜　ㄑ｜ㄥ　ㄅㄚ　ㄏㄨㄤˊ
七歪八扭	ㄑ｜　ㄨㄞ　ㄅㄚ　ㄋ｜ㄡˇ
罷工	ㄅㄚˋ　ㄍㄨㄥ
靶兒鏡子	ㄅㄚˇㄦ　ㄐ｜ㄥˋ　˙ㄗ
有兩把刷子	｜ㄡˇ　ㄌ｜ㄤˇ　ㄅㄚˇ　ㄕㄨㄚ　˙ㄗ
皮板兒	ㄆ｜ˊ　ㄅㄢˇㄦ　(變)ㄆ｜ˊ　ㄅㄚˇㄦ
八仙	ㄅㄚ　ㄒ｜ㄢ
菝	ㄅㄚˊ
八代	ㄅㄚ　ㄉㄞˋ
八無暇	ㄅㄚ　ㄨˊ　ㄒ｜ㄚˊ
二十八星瓢蟲	ㄦˋ　ㄕˊ　ㄅㄚ　ㄒ｜ㄥ　ㄆ｜ㄠˊ　ㄔㄨㄥˊ
扒拉	ㄅㄚ　˙ㄌㄚ
跋前疐後	ㄅㄚˊ　ㄑ｜ㄢˊ　ㄓˋ　ㄏㄡˋ
淡巴菰	ㄉㄢˋ　ㄅㄚ　ㄍㄨ
巴巴兒的	ㄅㄚ　ㄅㄚㄦ　˙ㄉㄜ
把臂入林	ㄅㄚˇ　ㄅ｜ˋ　ㄖㄨˋ　ㄌ｜ㄣˊ
一把	｜　ㄅㄚˇ
八不	ㄅㄚ　ㄅㄨˋ
拔寨	ㄅㄚˊ　ㄓㄞˋ
泥巴	ㄋ｜ˊ　ㄅㄚ
話把	ㄏㄨㄚˋ　ㄅㄚˋ
八音	ㄅㄚ　｜ㄣ
鼥	ㄅㄚˊ
頓巴敦橡園會議	ㄉㄨㄣˋ　ㄅㄚ　ㄉㄨㄣ　ㄒ｜ㄤˋ　ㄩㄢˊ　ㄏㄨㄟˋ　｜ˋ
十八層地獄	ㄕˊ　ㄅㄚ　ㄘㄥˊ　ㄉ｜ˋ　ㄩˋ
罷崗	ㄅㄚˋ　ㄍㄤˇ
巴伐利亞	ㄅㄚ　ㄈㄚˊ　ㄌ｜ˋ　｜ㄚˋ
拔節	ㄅㄚˊ　ㄐ｜ㄝˊ
磕巴	ㄎㄜ　˙ㄅㄚ
一折八扣	｜　ㄓㄜˊ　ㄅㄚ　ㄎㄡˋ
十八般武藝	ㄕˊ　ㄅㄚ　ㄅㄢ　ㄨˇ　｜ˋ
八九	ㄅㄚ　ㄐ｜ㄡˇ
忘八	ㄨㄤˊ　˙ㄅㄚ
辛巴威	ㄒ｜ㄣ　ㄅㄚ　ㄨㄟ
巴布亞紐幾內亞	ㄅㄚ　ㄅㄨˋ　｜ㄚˋ　ㄋ｜ㄡˇ　ㄐ｜　ㄋㄟˋ　｜ㄚˋ
十八界	ㄕˊ　ㄅㄚ　ㄐ｜ㄝˋ
粽粑葉	ㄗㄨㄥˋ　ㄅㄚ　｜ㄝˋ
拔宅	ㄅㄚˊ　ㄓㄞˊ
八十年不下雨	ㄅㄚ　ㄕˊ　ㄋ｜ㄢˊ　ㄅㄨˋ　ㄒ｜ㄚˋ　ㄩˇ
捏了一把汗	ㄋ｜ㄝ　˙ㄌㄜ　｜　ㄅㄚˇ　ㄏㄢˋ
八輩兒五沒根基	ㄅㄚ　ㄅㄟˋㄦ　ㄨˇ　ㄇㄟˊ　ㄍㄣ　ㄐ｜　(變)ㄅㄚˊ　ㄅㄜˋㄦ　ㄨˇ　ㄇㄟˊ　ㄍㄣ　ㄐ｜
巴士低溫殺菌法	ㄅㄚ　ㄕˋ　ㄉ｜　ㄨㄣ　ㄕㄚ　ㄐㄩㄣˋ　ㄈㄚˇ
吧檯	ㄅㄚ　ㄊㄞˊ
八辟	ㄅㄚ　ㄅ｜ˋ
斥罷	ㄔˋ　ㄅㄚˋ
力把兒頭	ㄌ｜ˋ　˙ㄅㄚㄦ　ㄊㄡˊ
鄉巴佬	ㄒ｜ㄤ　ㄅㄚ　ㄌㄠˇ
斯巴達教育	ㄙ　ㄅㄚ　ㄉㄚˊ　ㄐ｜ㄠˋ　ㄩˋ
三八制	ㄙㄢ　ㄅㄚ　ㄓˋ
攔河壩	ㄌㄢˊ　ㄏㄜˊ　ㄅㄚˋ
巴解	ㄅㄚ　ㄐ｜ㄝˇ
巴拿馬地峽	ㄅㄚ　ㄋㄚˊ　ㄇㄚˇ　ㄉ｜ˋ　ㄒ｜ㄚˊ
拔濟火宅	ㄅㄚˊ　ㄐ｜ˋ　ㄏㄨㄛˇ　ㄓㄞˊ
八俊	ㄅㄚ　ㄐㄩㄣˋ
二十八宿	ㄦˋ　ㄕˊ　ㄅㄚ　ㄒ｜ㄡˋ
車把	ㄔㄜ　ㄅㄚˇ
袞州八伯	ㄍㄨㄣˇ　ㄓㄡ　ㄅㄚ　ㄅㄛˊ
問七問八	ㄨㄣˋ　ㄑ｜　ㄨㄣˋ　ㄅㄚ
陳霸先	ㄔㄣˊ　ㄅㄚˋ　ㄒ｜ㄢ
新官上任三把火	ㄒ｜ㄣ　ㄍㄨㄢ　ㄕㄤˋ　ㄖㄣˋ　ㄙㄢ　ㄅㄚˇ　ㄏㄨㄛˇ
海拔	ㄏㄞˇ　ㄅㄚˊ
春秋五霸	ㄔㄨㄣ　ㄑ｜ㄡ　ㄨˇ　ㄅㄚˋ
扒拉大山	ㄅㄚ　ㄌㄚ　ㄉㄚˋ　ㄕㄢ
茇	ㄅㄚˊ
巴士噶語言	ㄅㄚ　ㄕˋ　ㄍㄜˊ　ㄩˇ　｜ㄢˊ
霸主	ㄅㄚˋ　ㄓㄨˇ
下巴	ㄒ｜ㄚˋ　˙ㄅㄚ
力把	ㄌ｜ˋ　˙ㄅㄚ
由跋	｜ㄡˊ　ㄅㄚˊ
霸上	ㄅㄚˋ　ㄕㄤˋ
巴西	ㄅㄚ　ㄒ｜
薦拔	ㄐ｜ㄢˋ　ㄅㄚˊ
拔高	ㄅㄚˊ　ㄍㄠ
雄霸一方	ㄒㄩㄥˊ　ㄅㄚˋ　｜　ㄈㄤ
八伯	ㄅㄚ　ㄅㄛˊ
伯	ㄅㄚˋ
拔葵啖棗	ㄅㄚˊ　ㄎㄨㄟˊ　ㄉㄢˋ　ㄗㄠˇ
翻把	ㄈㄢ　ㄅㄚˇ
把盞	ㄅㄚˇ　ㄓㄢˇ
有把握	｜ㄡˇ　ㄅㄚˇ　ㄨㄛˋ
酒八仙人	ㄐ｜ㄡˇ　ㄅㄚ　ㄒ｜ㄢ　ㄖㄣˊ
鍋巴	ㄍㄨㄛ　ㄅㄚ
粑粑	ㄅㄚ　ㄅㄚ
隨驢把馬	ㄙㄨㄟˊ　ㄌㄩˊ　ㄅㄚˇ　ㄇㄚˇ
巴什吉爾自治共和國	ㄅㄚ　ㄕˊ　ㄐ｜ˊ　ㄦˇ　ㄗˋ　ㄓˋ　ㄍㄨㄥˋ　ㄏㄜˊ　ㄍㄨㄛˊ
自拔	ㄗˋ　ㄅㄚˊ
東巴文	ㄉㄨㄥ　ㄅㄚ　ㄨㄣˊ
巴寡婦清	ㄅㄚ　ㄍㄨㄚˇ　ㄈㄨˋ　ㄑ｜ㄥ
虎辣八	ㄏㄨˇ　ㄌㄚˋ　ㄅㄚ
巴兒狗	ㄅㄚㄦ　ㄍㄡˇ
水上芭蕾	ㄕㄨㄟˇ　ㄕㄤˋ　ㄅㄚ　ㄌㄟˇ
八佾	ㄅㄚ　｜ˋ
拔突	ㄅㄚˊ　ㄊㄨˊ
霸王卸甲	ㄅㄚˋ　ㄨㄤˊ　ㄒ｜ㄝˋ　ㄐ｜ㄚˇ
俊拔	ㄐㄩㄣˋ　ㄅㄚˊ
八年抗戰	ㄅㄚ　ㄋ｜ㄢˊ　ㄎㄤˋ　ㄓㄢˋ
巴高望上	ㄅㄚ　ㄍㄠ　ㄨㄤˋ　ㄕㄤˋ
芭拉	ㄅㄚ　ㄌㄚ
巴尖兒好勝	ㄅㄚ　ㄐ｜ㄢㄦ　ㄏㄠˋ　ㄕㄥˋ　(變)ㄅㄚ　ㄐ｜ㄚㄦ　ㄏㄠˋ　ㄕㄥˋ
巴三覽四	ㄅㄚ　ㄙㄢ　ㄌㄢˇ　ㄙˋ
專恣跋扈	ㄓㄨㄢ　ㄗˋ　ㄅㄚˊ　ㄏㄨˋ
七張八嘴	ㄑ｜　ㄓㄤ　ㄅㄚ　ㄗㄨㄟˇ
黎巴嫩	ㄌ｜ˊ　ㄅㄚ　ㄋㄣˋ
芭苴	ㄅㄚ　ㄐㄩˇ
拔奇	ㄅㄚˊ　ㄑ｜ˊ
跋語	ㄅㄚˊ　ㄩˇ
鴨霸	｜ㄚ　ㄅㄚˋ
三綱八目	ㄙㄢ　ㄍㄤ　ㄅㄚ　ㄇㄨˋ
八法	ㄅㄚ　ㄈㄚˇ
芭芒	ㄅㄚ　ㄇㄤˊ
告老打罷	ㄍㄠˋ　ㄌㄠˇ　ㄉㄚˇ　ㄅㄚˋ
錢板兒	ㄑ｜ㄢˊ　ㄅㄢˇㄦ　(變)ㄑ｜ㄢˊ　ㄅㄚˇㄦ
乾巴巴	ㄍㄢ　ㄅㄚ　ㄅㄚ
淋巴結	ㄌ｜ㄣˊ　ㄅㄚ　ㄐ｜ㄝˊ
芭蕉扇	ㄅㄚ　ㄐ｜ㄠ　ㄕㄢˋ
鐃鈸	ㄋㄠˊ　ㄅㄚˊ
巴利語	ㄅㄚ　ㄌ｜ˋ　ㄩˇ
乾罷	ㄍㄢ　ㄅㄚˋ
把兄弟	ㄅㄚˇ　ㄒㄩㄥ　ㄉ｜ˋ
打靶場	ㄉㄚˇ　ㄅㄚˇ　ㄔㄤˊ
把門	ㄅㄚˇ　ㄇㄣˊ
芭蕉芋	ㄅㄚ　ㄐ｜ㄠ　ㄩˋ
八大胡同	ㄅㄚ　ㄉㄚˋ　ㄏㄨˊ　˙ㄊㄨㄥ
西楚霸王	ㄒ｜　ㄔㄨˇ　ㄅㄚˋ　ㄨㄤˊ
吉里巴斯	ㄐ｜ˊ　ㄌ｜ˇ　ㄅㄚ　ㄙ
跋涉千里	ㄅㄚˊ　ㄕㄜˋ　ㄑ｜ㄢ　ㄌ｜ˇ
八九不離十	ㄅㄚ　ㄐ｜ㄡˇ　ㄅㄨˋ　ㄌ｜ˊ　ㄕˊ
拔禾	ㄅㄚˊ　ㄏㄜˊ
倔巴	ㄐㄩㄝˋ　˙ㄅㄚ
哈巴狗	ㄏㄚˇ　˙ㄅㄚ　ㄍㄡˇ
啞巴吃黃蓮	｜ㄚˇ　˙ㄅㄚ　ㄔ　ㄏㄨㄤˊ　ㄌ｜ㄢˊ
評詙	ㄆ｜ㄥˊ　ㄅㄚˊ
拔脯子	ㄅㄚˊ　ㄆㄨˊ　˙ㄗ
也罷	｜ㄝˇ　ㄅㄚˋ
抽丁拔楔	ㄔㄡ　ㄉ｜ㄥ　ㄅㄚˊ　ㄒ｜ㄝˋ
灞橋	ㄅㄚˋ　ㄑ｜ㄠˊ
巴洛馬天文臺	ㄅㄚ　ㄌㄨㄛˋ　ㄇㄚˇ　ㄊ｜ㄢ　ㄨㄣˊ　ㄊㄞˊ
乾白兒	ㄍㄢ　ㄅㄞˊㄦ　(變)ㄍㄢ　ㄅㄚˊㄦ
拔虎鬚	ㄅㄚˊ　ㄏㄨˇ　ㄒㄩ
手巾把子	ㄕㄡˇ　ㄐ｜ㄣ　ㄅㄚˇ　˙ㄗ
離弦走板兒	ㄌ｜ˊ　ㄒ｜ㄢˊ　ㄗㄡˇ　ㄅㄢˇㄦ　(變)ㄌ｜ˊ　ㄒ｜ㄢˊ　ㄗㄡˇ　ㄅㄚˇㄦ
罷麼	ㄅㄚˋ　˙ㄇㄜ
波霸	ㄅㄛ　ㄅㄚˋ
八都兒	ㄅㄚ　ㄉㄨ　ㄦˊ
路霸	ㄌㄨˋ　ㄅㄚˋ
壩址	ㄅㄚˋ　ㄓˇ
倒把	ㄉㄠˇ　ㄅㄚˇ
露出了狐狸尾巴	ㄌㄡˋ　ㄔㄨ　˙ㄌㄜ　ㄏㄨˊ　˙ㄌ｜　ㄨㄟˇ　˙ㄅㄚ
掐巴	ㄑ｜ㄚ　˙ㄅㄚ
巴力斯坦	ㄅㄚ　ㄌ｜ˋ　ㄙ　ㄊㄢˇ
一把子	｜　ㄅㄚˇ　˙ㄗ
槍靶	ㄑ｜ㄤ　ㄅㄚˇ
厄爾巴島	ㄜˋ　ㄦˇ　ㄅㄚ　ㄉㄠˇ
八子七婿	ㄅㄚ　ㄗˇ　ㄑ｜　ㄒㄩˋ
拔釘鎚	ㄅㄚˊ　ㄉ｜ㄥ　ㄔㄨㄟˊ
芭蕾舞	ㄅㄚ　ㄌㄟˇ　ㄨˇ
扒頭探腦	ㄅㄚ　ㄊㄡˊ　ㄊㄢˋ　ㄋㄠˇ
壩基	ㄅㄚˋ　ㄐ｜
加拉巴哥群島	ㄐ｜ㄚ　ㄌㄚ　ㄅㄚ　ㄍㄜ　ㄑㄩㄣˊ　ㄉㄠˇ
八卦拳	ㄅㄚ　ㄍㄨㄚˋ　ㄑㄩㄢˊ
翻把恩人當仇人	ㄈㄢ　ㄅㄚˇ　ㄣ　ㄖㄣˊ　ㄉㄤˋ　ㄔㄡˊ　ㄖㄣˊ
霸氣	ㄅㄚˋ　ㄑ｜ˋ
二二八和平公園	ㄦˋ　ㄦˋ　ㄅㄚ　ㄏㄜˊ　ㄆ｜ㄥˊ　ㄍㄨㄥ　ㄩㄢˊ
連霸	ㄌ｜ㄢˊ　ㄅㄚˋ
張弓拔刃	ㄓㄤ　ㄍㄨㄥ　ㄅㄚˊ　ㄖㄣˋ
一把鼻涕，一包眼淚	｜　ㄅㄚˇ　ㄅ｜ˊ　ㄊ｜ˋ　｜　ㄅㄠ　｜ㄢˇ　ㄌㄟˋ
超拔	ㄔㄠ　ㄅㄚˊ
八洞	ㄅㄚ　ㄉㄨㄥˋ
巴前算後	ㄅㄚ　ㄑ｜ㄢˊ　ㄙㄨㄢˋ　ㄏㄡˋ
罷市	ㄅㄚˋ　ㄕˋ
八分書	ㄅㄚ　ㄈㄣ　ㄕㄨ
撒巴掌	ㄙㄚ　ㄅㄚ　ㄓㄤˇ
官罷	ㄍㄨㄢ　ㄅㄚˋ
巴里島	ㄅㄚ　ㄌ｜ˇ　ㄉㄠˇ
燕樂二十八調	｜ㄢˋ　ㄩㄝˋ　ㄦˋ　ㄕˊ　ㄅㄚ　ㄉ｜ㄠˋ
巴達桑	ㄅㄚ　ㄉㄚˊ　ㄙㄤ
提口拔舌	ㄊ｜ˊ　ㄎㄡˇ　ㄅㄚˊ　ㄕㄜˊ
巴謾	ㄅㄚ　ㄇㄢˋ
九牛身上拔一根毛	ㄐ｜ㄡˇ　ㄋ｜ㄡˊ　ㄕㄣ　ㄕㄤˋ　ㄅㄚˊ　｜　ㄍㄣ　ㄇㄠˊ
巴都兒	ㄅㄚ　ㄉㄨ　ㄦˊ
糌粑	ㄗㄢˊ　ㄅㄚ
拔碇	ㄅㄚˊ　ㄉ｜ㄥˋ
孤拔	ㄍㄨ　ㄅㄚˊ
光板兒	ㄍㄨㄤ　ㄅㄢˇㄦ　(變)ㄍㄨㄤ　ㄅㄚˇㄦ
拔腿	ㄅㄚˊ　ㄊㄨㄟˇ
八字眉	ㄅㄚ　ㄗˋ　ㄇㄟˊ
二把刀	ㄦˋ　ㄅㄚˇ　ㄉㄠ
抽筋拔骨	ㄔㄡ　ㄐ｜ㄣ　ㄅㄚˊ　ㄍㄨˇ
溫八叉	ㄨㄣ　ㄅㄚ　ㄔㄚ
不把人看在眼裡	ㄅㄨˋ　ㄅㄚˇ　ㄖㄣˊ　ㄎㄢˋ　ㄗㄞˋ　｜ㄢˇ　ㄌ｜ˇ
拉巴斯	ㄌㄚ　ㄅㄚ　ㄙ
把猾	ㄅㄚˇ　ㄏㄨㄚˊ
掤扒吊栲	ㄅ｜ㄥ　ㄅㄚ　ㄉ｜ㄠˋ　ㄎㄠˇ
巴勒斯坦	ㄅㄚ　ㄌㄜˋ　ㄙ　ㄊㄢˇ
八卦教	ㄅㄚ　ㄍㄨㄚˋ　ㄐ｜ㄠˋ
八風吹不動	ㄅㄚ　ㄈㄥ　ㄔㄨㄟ　ㄅㄨˋ　ㄉㄨㄥˋ
老天拔地	ㄌㄠˇ　ㄊ｜ㄢ　ㄅㄚˊ　ㄉ｜ˋ
把錢	ㄅㄚˇ　ㄑ｜ㄢˊ
龐巴度夫人	ㄆㄤˊ　ㄅㄚ　ㄉㄨˋ　ㄈㄨ　ㄖㄣˊ
扯牛尾巴	ㄔㄜˇ　ㄋ｜ㄡˊ　ㄨㄟˇ　˙ㄅㄚ
芭蒂	ㄅㄚ　ㄉ｜ˋ
醜巴怪	ㄔㄡˇ　ㄅㄚ　ㄍㄨㄞˋ
跋前躓後	ㄅㄚˊ　ㄑ｜ㄢˊ　ㄓˋ　ㄏㄡˋ
路見不平，拔劍相助	ㄌㄨˋ　ㄐ｜ㄢˋ　ㄅㄨˋ　ㄆ｜ㄥˊ　ㄅㄚˊ　ㄐ｜ㄢˋ　ㄒ｜ㄤ　ㄓㄨˋ
八角蓮	ㄅㄚ　ㄐ｜ㄠˇ　ㄌ｜ㄢˊ
阿巴丹	ㄚ　ㄅㄚ　ㄉㄢ
各霸一方	ㄍㄜˋ　ㄅㄚˋ　｜　ㄈㄤ
把卷	ㄅㄚˇ　ㄐㄩㄢˋ
巴河	ㄅㄚ　ㄏㄜˊ
大巴山	ㄉㄚˋ　ㄅㄚ　ㄕㄢ
草把	ㄘㄠˇ　ㄅㄚˇ
罷駛	ㄅㄚˋ　ㄕˇ
拔刀相濟	ㄅㄚˊ　ㄉㄠ　ㄒ｜ㄤ　ㄐ｜ˋ
巴江	ㄅㄚ　ㄐ｜ㄤ
八答麻鞋	ㄅㄚ　ㄉㄚ　ㄇㄚˊ　ㄒ｜ㄝˊ
巴拿馬	ㄅㄚ　ㄋㄚˊ　ㄇㄚˇ
搭七搭八	ㄉㄚ　ㄑ｜　ㄉㄚ　ㄅㄚ
八竿子打不著	ㄅㄚ　ㄍㄢ　˙ㄗ　ㄉㄚˇ　ㄅㄨˋ　ㄓㄠˊ
鋼琴酒吧	ㄍㄤ　ㄑ｜ㄣˊ　ㄐ｜ㄡˇ　ㄅㄚ
拔山曲	ㄅㄚˊ　ㄕㄢ　ㄑㄩˇ
巴豆	ㄅㄚ　ㄉㄡˋ
淋巴管	ㄌ｜ㄣˊ　ㄅㄚ　ㄍㄨㄢˇ
霸權	ㄅㄚˋ　ㄑㄩㄢˊ
巴特農神殿	ㄅㄚ　ㄊㄜˋ　ㄋㄨㄥˊ　ㄕㄣˊ　ㄉ｜ㄢˋ
靠把	ㄎㄠˋ　ㄅㄚˇ
巴斯德	ㄅㄚ　ㄙ　ㄉㄜˊ
軷涉	ㄅㄚˊ　ㄕㄜˋ
把玩	ㄅㄚˇ　ㄨㄢˋ
獨霸一方	ㄉㄨˊ　ㄅㄚˋ　｜　ㄈㄤ
巴爾陶克	ㄅㄚ　ㄦˇ　ㄊㄠˊ　ㄎㄜˋ
胈	ㄅㄚˊ
打把式	ㄉㄚˇ　ㄅㄚˇ　˙ㄕ
空中巴士	ㄎㄨㄥ　ㄓㄨㄥ　ㄅㄚ　ㄕˋ
拔群	ㄅㄚˊ　ㄑㄩㄣˊ
四方八面	ㄙˋ　ㄈㄤ　ㄅㄚ　ㄇ｜ㄢˋ
巴水	ㄅㄚ　ㄕㄨㄟˇ
古巴危機	ㄍㄨˇ　ㄅㄚ　ㄨㄟˊ　ㄐ｜
八兩半斤	ㄅㄚ　ㄌ｜ㄤˇ　ㄅㄢˋ　ㄐ｜ㄣ
十八的姑娘一朵花	ㄕˊ　ㄅㄚ　˙ㄉㄜ　ㄍㄨ　ㄋ｜ㄤˊ　｜　ㄉㄨㄛˇ　ㄏㄨㄚ
淋巴節	ㄌ｜ㄣˊ　ㄅㄚ　ㄐ｜ㄝˊ
把口	ㄅㄚˇ　ㄎㄡˇ
心字頭上一把刀	ㄒ｜ㄣ　ㄗˋ　ㄊㄡˊ　ㄕㄤˋ　｜　ㄅㄚˇ　ㄉㄠ
沒巴臂	ㄇㄟˊ　ㄅㄚ　ㄅ｜ˋ
拔了蘿蔔地皮寬	ㄅㄚˊ　˙ㄌㄜ　ㄌㄨㄛˊ　˙ㄅㄛ　ㄉ｜ˋ　ㄆ｜ˊ　ㄎㄨㄢ
大八成	ㄉㄚˋ　ㄅㄚ　ㄔㄥˊ
拔刀斷席	ㄅㄚˊ　ㄉㄠ　ㄉㄨㄢˋ　ㄒ｜ˊ
拔幟	ㄅㄚˊ　ㄓˋ
跋涉	ㄅㄚˊ　ㄕㄜˋ
掌把	ㄓㄤˇ　ㄅㄚˇ
扯尾巴	ㄔㄜˇ　ㄨㄟˇ　˙ㄅㄚ
瘦筋巴骨	ㄕㄡˋ　ㄐ｜ㄣ　ㄅㄚ　ㄍㄨˇ
